doctype,filename,url,title,operating_unit,project_id,document_category,pdc_document_type,document_id,modified,created,UN Languages,id,last_update,eval1,eval2,score,pages,project_title_cond,summary_desc_cond,project_id_cond,implementing_partner_cond,start_date_cond,end_date_cond,budget_cond,concept_note_cond,project_document_cond,awp_cond,v1,v2
document deleted,ProDoc ICT Capacity Building - Copy.pdf,Document deleted,ProDoc ICT Capacity Building  Copy,AFG,00011019,Project,PRODOC,ATLASPDC-4-35082,7/27/2015,7/27/2015,,0,16/03/21,ok,ok,5.0,37.0,False,True,True,False,True,True,True,True,True,False,ok,ok
document deleted,ProDoc Partnership for Private Sector Development.pdf,Document deleted,ProDoc Partnership for Private Sector Development,AFG,00011046,Project,PRODOC,ATLASPDC-4-35084,7/27/2015,7/27/2015,,0,16/03/21,ok,ok,2.0,23.0,False,True,False,False,False,False,True,True,True,False,ok,ok
pdf,ProDoc_DRR IV Phase_Armenia.pdf,https://info.undp.org/docs/pdc/Documents/ARM/ProDoc_DRR IV Phase_Armenia.pdf,Project Document_2013-2015,ARM,00011263,Project,PRODOC,ATLASPDC-4-37606,7/28/2019,8/31/2015,,0,16/03/21,bad,ok,3.0,49.0,False,True,False,False,True,False,True,True,False,True,ok,ok
pdf,ProDoc_00076016_2017-2019_ECHO.pdf,https://info.undp.org/docs/pdc/Documents/ARM/ProDoc_00076016_2017-2019_ECHO.pdf,Project Document_2017-2019,ARM,00011263,Project,PRODOC,ATLASPDC-4-77649,7/28/2019,02/09/18,,0,16/03/21,bad,ok,1.0,34.0,False,False,False,False,False,False,True,True,False,False,ok,ok
pdf,MicroStart Pilot Project 2014 AWP.pdf,https://info.undp.org/docs/pdc/Documents/BRB/MicroStart Pilot Project 2014 AWP.pdf,MicroStart Pilot Project 2014 AWP,BRB,00011324,Project,PRODOC,ATLASPDC-4-40936,10/10/15,10/10/15,,0,16/03/21,good,ok,6.0,6.0,True,True,False,True,True,True,True,False,False,True,ok,ok
pdf,CARTAC__Project_Document_Phase_1.pdf,https://info.undp.org/docs/pdc/Documents/BRB/CARTAC__Project_Document_Phase_1.pdf,CARTAC__Project_Document_Phase_1,BRB,00011326,Project,PRODOC,ATLASPDC-4-40476,9/30/2015,9/30/2015,,0,16/03/21,bad,review,0.0,29.0,False,False,False,False,False,False,False,False,False,True,ok,ok
pdf,Pro doc SUPPD prodoc.pdf,https://info.undp.org/docs/pdc/Documents/BGD/Pro doc SUPPD prodoc.pdf,Pro doc SUPPD prodoc,BGD,00011492,Project,PRODOC,ATLASPDC-4-35817,08/03/15,08/03/15,,0,16/03/21,good,ok,7.0,13.0,True,True,True,True,True,True,True,True,True,False,ok,ok
document deleted,BRA99G32 Revisão Geral Janeiro 2015.pdf,Document deleted,Budget revision Jan 2015,BRA,00011660,Project,PRODOC,ATLASPDC-4-30590,05/12/15,05/12/15,,0,16/03/21,ok,ok,6.0,18.0,True,True,True,False,True,True,True,False,False,True,ok,ok
document deleted,BRA99G32 Revisão Substantiva ass junho 2015.pdf,Document deleted,Substantive Revision signed in June 2015,BRA,00011660,Project,PRODOC,ATLASPDC-4-37106,8/14/2015,8/14/2015,,0,16/03/21,ok,ok,6.0,31.0,True,True,True,False,True,True,True,False,False,True,ok,ok
document deleted,BRA99G32 Revisão Simplificada junho 2015.pdf,Document deleted,One Line Revision signed in June 2015,BRA,00011660,Project,PRODOC,ATLASPDC-4-37107,8/14/2015,8/14/2015,,0,16/03/21,ok,ok,6.0,33.0,True,True,True,False,True,True,True,False,False,False,ok,ok
document deleted,00110391_ProDoc_00109331.pdf,Document deleted,00110391_ProDoc_00109331,IND,00110391,Project,PRODOC,ATLASPDC-4-91392,08/07/19,11/20/2018,,0,16/03/21,ok,ok,4.0,26.0,True,False,True,True,False,False,True,False,False,False,ok,ok
document deleted,UKSRLM - Pro Docs.pdf,Document deleted,00110393_Prodoc_00109333,IND,00110393,Project,PRODOC,ATLASPDC-4-106899,10/24/2019,10/22/2019,,0,16/03/21,ok,ok,6.0,23.0,True,False,True,True,True,True,True,True,True,False,ok,ok
document deleted,00110396_ProDoc_00109335.pdf,Document deleted,00110396_ProDoc_00109335,IND,00110396,Project,PRODOC,ATLASPDC-4-93002,08/07/19,12/20/2018,,0,16/03/21,ok,ok,5.0,10.0,True,True,False,True,False,True,True,True,False,False,ok,ok
document deleted,PRO-DOC - PSTC 2018-2019 Signed.pdf,Document deleted,PRO-DOC - PSTC 2018-2019 Signed,ETH,00110398,Project,PRODOC,ATLASPDC-4-90424,2/28/2019,10/29/2018,,0,16/03/21,ok,ok,7.0,23.0,True,True,True,True,True,True,True,False,False,True,ok,ok
document deleted,Prodoc- Support to Iraqs Electoral Process 11032018.pdf,Document deleted,Prodoc Support to Iraqs Electoral Process 11032018,IRQ,00110406,Project,PRODOC,ATLASPDC-4-86972,07/12/18,07/12/18,,0,16/03/21,ok,ok,7.0,34.0,True,True,True,True,True,True,True,False,True,False,ok,ok
document deleted,UNDP-GEF Initiation Plan Philippines GEF7_May 2019.ds (002).docx,Document deleted,PPG SGP7 Initiation Plan,PHL,00110426,Project,PRODOC,ATLASPDC-4-100411,11/01/19,06/10/19,,0,16/03/21,ok,ok,3.0,61.0,True,True,False,False,False,False,True,True,True,False,ok,ok
document deleted,Documento de proyecto firmado TSE.pdf,Document deleted,PRODOC firmado,GTM,00110431,Project,PRODOC,ATLASPDC-4-87026,1/17/2019,7/13/2018,,0,16/03/21,ok,ok,3.0,22.0,False,True,False,False,True,False,True,True,False,False,ok,ok
document deleted,MDG_Prodoc_Programme national de Volontariat_Jeunes_Final_082017 (1).docx,Document deleted,MDG_Prodoc_Programme national de Volontariat_Jeunes_Final_082017 1,MDG,00110449,Project,PRODOC,ATLASPDC-4-96160,2/13/2019,2/13/2019,,0,16/03/21,ok,ok,4.0,128.0,True,False,True,False,False,True,True,True,True,False,ok,ok
document deleted,ProDoc_Cover Page_Airports of Montenegro_eng 13032018.pdf,Document deleted,ProDoc_Cover Page_Airports of Montenegro,MNE,00110452,Project,PRODOC,ATLASPDC-4-83691,04/10/18,3/16/2018,,0,16/03/21,ok,not ok,7.0,1.0,True,True,True,True,True,True,True,False,True,False,ok,ok
document deleted,00110454_FINAL CPD (PRODOC)_Honduras_1Mar2019.pdf,Document deleted,PRODOC Final,HND,00110454,Project,PRODOC,ATLASPDC-4-98815,04/08/19,04/08/19,,0,16/03/21,ok,ok,4.0,150.0,False,False,False,True,True,True,True,False,False,False,ok,ok
document deleted,PRODOC INDOTEL - FIRMADO.pdf,Document deleted,PRODOC INDOTEL  FIRMADO,DOM,00110462,Project,PRODOC,ATLASPDC-4-90618,10/31/2018,10/31/2018,,0,16/03/21,ok,review,2.0,23.0,False,False,False,False,True,False,True,False,False,False,ok,ok
document deleted,Enmienda I PNUD-INDOTEL- Firmado.pdf,Document deleted,Enmienda I PNUDINDOTEL Firmado,DOM,00110462,Project,PRODOC,ATLASPDC-4-90619,10/31/2018,10/31/2018,,0,16/03/21,ok,ok,3.0,24.0,False,True,False,False,True,False,True,True,False,False,ok,ok
document deleted,SERBIA Project proposal UPDATE_FINAL OUT.docx,Document deleted,Prodoc,SRB,00110463,Project,PRODOC,ATLASPDC-4-85137,05/10/18,05/10/18,,0,16/03/21,ok,ok,3.0,25.0,False,True,False,True,False,False,True,True,False,False,ok,ok
document deleted,Enmienda 2 PNUD debidamente firmada.pdf,Document deleted,Enmienda 2 PNUD debidamente firmada,DOM,00110464,Project,PRODOC,ATLASPDC-4-118525,4/28/2020,4/28/2020,,0,16/03/21,ok,ok,1.0,14.0,False,False,False,False,False,False,True,True,True,False,ok,ok
document deleted,Enmienda 1 DIGEPRES firmada.pdf,Document deleted,Enmienda 1 DIGEPRES firmada,DOM,00110464,Project,PRODOC,ATLASPDC-4-118526,4/28/2020,4/28/2020,,0,16/03/21,ok,ok,1.0,17.0,False,False,False,False,False,False,True,True,True,True,ok,ok
document deleted,Prodoc firmado 23.3.18.pdf,Document deleted,Prodoc firmado 23318,DOM,00110464,Project,PRODOC,ATLASPDC-4-90739,11/02/18,11/02/18,,0,16/03/21,ok,ok,2.0,24.0,False,False,False,False,True,False,True,True,True,False,ok,ok
document deleted,PIEFZA_DG_Phase_1.3_ProDoc_21Feb2018_Part_1.pdf,Document deleted,Project Document Part One,PAL,00110485,Project,PRODOC,ATLASPDC-4-94866,2/21/2019,1/23/2019,,0,16/03/21,ok,ok,4.0,31.0,True,True,False,True,False,False,True,True,True,False,ok,ok
document deleted,PIEFZA_DG_Phase_1.3_ProDoc_21Feb2018_Part_2.pdf,Document deleted,Project Document Part Two,PAL,00110485,Project,PRODOC,ATLASPDC-4-94867,2/21/2019,1/23/2019,,0,16/03/21,ok,ok,2.0,33.0,False,False,False,True,False,False,True,True,True,False,ok,ok
document deleted,Signed Cross Border Prodoc.pdf,Document deleted,Signed Cross Border Prodoc,KEN,00110495,Project,PRODOC,ATLASPDC-4-88634,09/01/18,09/01/18,,0,16/03/21,ok,ok,6.0,34.0,True,True,True,True,True,True,False,False,True,False,ok,ok
document deleted,SSHF 2018 SA1 Signed Allocation Documents.pdf,Document deleted,Project allocation document,SSD,00110499,Project,PRODOC,ATLASPDC-4-106764,10/21/2019,10/21/2019,,0,16/03/21,ok,ok,1.0,11.0,False,False,False,False,False,False,True,False,True,False,ok,ok
pdf,Prodoc_Technical assistance to economic diversification_Feb 27. 2018.pdf,https://info.undp.org/docs/pdc/Documents/AGO/Prodoc_Technical assistance to economic diversification_Feb 27. 2018.pdf,Technical assistance to foster economic diversification and private sector development in Angola in the context of the graduation from LDCs and the achievement of the SDGs,AGO,00110554,Project,PRODOC,ATLASPDC-4-99996,5/27/2019,5/27/2019,,0,16/03/21,good,ok,5.0,19.0,True,True,False,True,True,False,True,False,True,False,ok,ok
document deleted,ITLA.-Biblioteca.-Revision 1 firmada.pdf,Document deleted,ITLABibliotecaRevision 1 firmada,DOM,00110556,Project,PRODOC,ATLASPDC-4-106419,10/15/2019,10/15/2019,,0,16/03/21,ok,ok,2.0,19.0,False,False,False,False,True,False,True,True,True,False,ok,ok
document deleted,prodoc firmado itla biblioteca.pdf,Document deleted,prodoc firmado itla biblioteca,DOM,00110556,Project,PRODOC,ATLASPDC-4-90448,10/29/2018,10/29/2018,,0,16/03/21,ok,review,0.0,22.0,False,False,False,False,False,False,False,False,False,False,ok,ok
document deleted,EF Soluciones Ingenieras Malecón.pdf,Document deleted,ProDoc Soluciones Ingenieras Malecón,CUB,00110559,Project,PRODOC,ATLASPDC-4-110756,01/10/20,01/10/20,,0,16/03/21,ok,review,2.0,9.0,False,False,True,False,False,False,True,True,False,False,ok,ok
document deleted,prodoc - Enligsh version - 109848.pdf,Document deleted,prodoc - Enligsh version - 109848,CHN,00110563,Project,PRODOC,ATLASPDC-4-94212,1/14/2019,1/14/2019,,0,16/03/21,ok,ok,6.0,83.0,True,True,False,True,True,True,True,True,False,False,ok,ok
document deleted,PRODOC Resiliencia Costera final FIRMADO.pdf,Document deleted,PRODOC Resiliencia Costera final firmado,CUB,00110577,Project,PRODOC,ATLASPDC-4-125363,11/10/20,11/10/20,,0,16/03/21,ok,ok,3.0,80.0,False,True,False,False,True,False,True,True,True,False,ok,ok
document deleted,SignedKigali_ImplementationPlan.pdf,Document deleted,Kigali Implementation Plan,JAM,00110607,Project,PRODOC,ATLASPDC-4-89106,9/25/2018,9/25/2018,,0,16/03/21,ok,review,0.0,8.0,False,False,False,False,False,False,False,False,False,False,ok,ok
document deleted,PRODOC 00109881 - oct2018.pdf,Document deleted,Documento de Proyecto 00109881,SLV,00110633,Project,PRODOC,ATLASPDC-4-90792,11/06/18,11/06/18,,0,16/03/21,ok,ok,2.0,32.0,False,False,False,False,True,False,True,True,True,False,ok,ok
docx,Country_Infrastructure_Development_Initiative_Prodoc_08062018-final__002_.docx,https://info.undp.org/docs/pdc/Documents/BIH/Country_Infrastructure_Development_Initiative_Prodoc_08062018-final__002_.docx,Country_Infrastructure_Development_Initiative_Prodoc_08062018final__002_,BIH,00110653,Project,PRODOC,ATLASPDC-4-93471,12/31/2018,12/31/2018,,0,16/03/21,good,ok,7.0,45.0,True,True,True,True,True,True,True,False,True,True,ok,ok
document deleted,00110722_ProDoc PIP_00109911.pdf,Document deleted,00110722_ProDoc PIP_00109911,IND,00110722,Project,PRODOC,ATLASPDC-4-104261,09/05/19,09/05/19,,0,16/03/21,ok,ok,7.0,6.0,True,True,True,True,True,True,True,True,False,False,ok,ok
document deleted,Prodoc_Youth Employment_Cambodia_Signed.pdf,Document deleted,Prodoc_Youth Employment_Cambodia_Signed,KHM,00110789,Project,PRODOC,ATLASPDC-4-99155,4/23/2019,4/23/2019,,0,16/03/21,ok,ok,7.0,68.0,True,True,True,True,True,True,True,False,True,True,ok,ok
document deleted,Transnistrian Dialogues Project Document.pdf,Document deleted,Transnistrian Dialogues Project Document,MDA,00110795,Project,PRODOC,ATLASPDC-4-90786,11/06/18,11/06/18,,0,16/03/21,ok,ok,5.0,28.0,True,False,True,False,True,True,True,False,True,False,ok,ok
document deleted,00110799 - Prodoc firmado - Apoyo al dialogo nacional.pdf,Document deleted,00110799 - Prodoc firmado - Apoyo al dialogo nacional,HND,00110799,Project,PRODOC,ATLASPDC-4-86870,11/29/2018,07/06/18,,0,16/03/21,ok,review,2.0,36.0,False,False,False,False,True,False,True,False,False,False,ok,ok
document deleted,FMU-Doc_ADRA 7726_Partenership Agreement.pdf,Document deleted,FMUDoc_ADRA 7726_Partenership Agreement,SDN,00110802,Project,PRODOC,ATLASPDC-4-91853,11/28/2018,11/28/2018,,0,16/03/21,ok,ok,2.0,46.0,True,False,False,False,False,False,True,False,True,False,ok,ok
document deleted,FMU-Doc_CW 7734_Agreement.pdf,Document deleted,FMUDoc_CW 7734_Agreement,SDN,00110802,Project,PRODOC,ATLASPDC-4-91854,11/28/2018,11/28/2018,,0,16/03/21,ok,ok,2.0,59.0,True,False,False,False,False,False,True,False,True,False,ok,ok
document deleted,FMU_Partnership_Agremmet_FPDO 7723.pdf,Document deleted,FMU_Partnership_Agremmet_FPDO 7723,SDN,00110802,Project,PRODOC,ATLASPDC-4-91855,11/28/2018,11/28/2018,,0,16/03/21,ok,ok,2.0,50.0,True,False,False,False,False,False,True,False,True,False,ok,ok
document deleted,FMU_Partnership_Agreement_PLAN 7743.pdf,Document deleted,FMU_Partnership_Agreement_PLAN 7743,SDN,00110802,Project,PRODOC,ATLASPDC-4-91856,11/28/2018,11/28/2018,,0,16/03/21,ok,ok,2.0,50.0,True,False,False,False,False,False,True,False,True,False,ok,ok
document deleted,FMU_Partnership_Agreement_SCS 7718.pdf,Document deleted,FMU_Partnership_Agreement_SCS 7718,SDN,00110802,Project,PRODOC,ATLASPDC-4-91857,11/28/2018,11/28/2018,,0,16/03/21,ok,ok,2.0,60.0,True,False,False,False,False,False,True,False,True,False,ok,ok
document deleted,PRODOC PS110826Participación Potica de Mujeres.pdf,Document deleted,PRODOC Programa de Fortalecimiento de las Capacidades de las mujeres para la participaciób politica,PAN,00110826,Project,PRODOC,ATLASPDC-4-90327,09/09/20,10/25/2018,,0,16/03/21,ok,review,2.0,60.0,False,False,False,False,True,False,True,False,False,False,ok,ok
document deleted,Signed_LPAC_IG_Project_30_Mar_2018.pdf,Document deleted,Signed_LPAC,KHM,00110866,Project,PRODOC,ATLASPDC-4-93229,12/26/2018,12/26/2018,,0,16/03/21,ok,review,1.0,8.0,False,True,False,False,False,False,False,True,True,False,ok,ok
document deleted,Signed_ProDoc_Inclusive Governance Project_July_2018_Jun_2010.pdf,Document deleted,Signed Prodoc,KHM,00110866,Project,PRODOC,ATLASPDC-4-93230,12/26/2018,12/26/2018,,0,16/03/21,ok,ok,6.0,38.0,False,True,True,True,True,True,True,True,False,False,ok,ok
document deleted,Signed_Annex2_Social_Environment_Screening_IG_Project.pdf,Document deleted,Signed_Annex2_Social Environment,KHM,00110866,Project,PRODOC,ATLASPDC-4-93232,12/26/2018,12/26/2018,,0,16/03/21,ok,review,1.0,7.0,True,False,False,False,False,False,False,False,True,False,ok,ok
document deleted,Pacific umbrella Regional Prodoc.pdf,Document deleted,Pacific umbrella Regional Prodoc,FJI,00110894,Project,PRODOC,ATLASPDC-4-57350,6/13/2018,12/08/16,,0,16/03/21,ok,ok,7.0,74.0,True,True,True,True,True,True,True,False,True,False,ok,ok
pdf,Signed Project Document GCF NAP.pdf,https://info.undp.org/docs/pdc/Documents/BGD/Signed Project Document GCF NAP.pdf,Signed Project Document GCF NAP,BGD,00110919,Project,PRODOC,ATLASPDC-4-109030,12/02/19,12/02/19,,0,16/03/21,good,ok,7.0,108.0,True,True,True,True,True,True,True,False,True,False,ok,ok
pdf,ProDoc_2020_GCF NAP.pdf,https://info.undp.org/docs/pdc/Documents/BGD/ProDoc_2020_GCF NAP.pdf,ProDoc_2020_NAP GCF,BGD,00110919,Project,PRODOC,ATLASPDC-4-131345,03/03/21,03/03/21,,0,16/03/21,good,ok,7.0,108.0,True,True,True,True,True,True,True,False,True,False,ok,ok
document deleted,ProjectProposal ADS 8773.pdf,Document deleted,ProjectProposal ADS 8773,COD,00110936,Project,PRODOC,ATLASPDC-4-94716,1/21/2019,1/21/2019,,0,16/03/21,ok,ok,7.0,5.0,True,True,True,True,True,True,True,True,False,False,ok,ok
document deleted,ProjectProposal ALDI 8774.pdf,Document deleted,ProjectProposal ALDI 8774,COD,00110937,Project,PRODOC,ATLASPDC-4-94715,1/21/2019,1/21/2019,,0,16/03/21,ok,ok,7.0,8.0,True,True,True,True,True,True,True,True,False,False,ok,ok
document deleted,ProjectProposal CENEAS 8809.pdf,Document deleted,ProjectProposal CENEAS 8809,COD,00110938,Project,PRODOC,ATLASPDC-4-94714,1/21/2019,1/21/2019,,0,16/03/21,ok,ok,7.0,6.0,True,True,True,True,True,True,True,True,False,False,ok,ok
document deleted,ProjectProposal AIRD 8789.pdf,Document deleted,ProjectProposal AIRD 8789,COD,00110939,Project,PRODOC,ATLASPDC-4-94712,1/21/2019,1/21/2019,,0,16/03/21,ok,ok,7.0,6.0,True,True,True,True,True,True,True,True,False,False,ok,ok
document deleted,ProjectProposal ADSSE 8769.pdf,Document deleted,ProjectProposal ADSSE 8769,COD,00110940,Project,PRODOC,ATLASPDC-4-94711,1/21/2019,1/21/2019,,0,16/03/21,ok,ok,7.0,19.0,True,True,True,True,True,True,True,True,False,False,ok,ok
document deleted,ProjectProposal WCUK 8776.pdf,Document deleted,ProjectProposal WCUK 8776,COD,00110941,Project,PRODOC,ATLASPDC-4-94710,1/21/2019,1/21/2019,,0,16/03/21,ok,ok,7.0,14.0,True,True,True,True,True,True,True,True,False,False,ok,ok
document deleted,ProjectProposal ASOV 8798.pdf,Document deleted,ProjectProposal ASOV 8798,COD,00110942,Project,PRODOC,ATLASPDC-4-94709,1/21/2019,1/21/2019,,0,16/03/21,ok,ok,7.0,5.0,True,True,True,True,True,True,True,True,False,False,ok,ok
document deleted,Prodoc AAI-T DRC-18-HCG10-UR1-EDU-INGO-8804.pdf,Document deleted,Prodoc AAIT DRC18HCG10UR1EDUINGO8804,COD,00110943,Project,PRODOC,ATLASPDC-4-94708,1/21/2019,1/21/2019,,0,16/03/21,ok,ok,7.0,13.0,True,True,True,True,True,True,True,True,False,False,ok,ok
document deleted,ProjectProposal FHIDAH 8810.pdf,Document deleted,ProjectProposal FHIDAH 8810,COD,00110944,Project,PRODOC,ATLASPDC-4-94707,1/21/2019,1/21/2019,,0,16/03/21,ok,ok,7.0,7.0,True,True,True,True,True,True,True,True,False,False,ok,ok
document deleted,ProjectProposal PIN 8775.pdf,Document deleted,ProjectProposal PIN 8775,COD,00110945,Project,PRODOC,ATLASPDC-4-94705,1/21/2019,1/21/2019,,0,16/03/21,ok,ok,7.0,10.0,True,True,True,True,True,True,True,True,False,False,ok,ok
document deleted,Prodoc ADES DRC-18-HCG10-UR1-HLT-INGO-8805.pdf,Document deleted,Prodoc ADES DRC18HCG10UR1HLTINGO8805,COD,00110946,Project,PRODOC,ATLASPDC-4-94704,1/21/2019,1/21/2019,,0,16/03/21,ok,ok,7.0,15.0,True,True,True,True,True,True,True,True,False,False,ok,ok
document deleted,Prodoc AIDES DRC-18-HCG10-UR1-EDU-NGO-8778.pdf,Document deleted,Prodoc AIDES DRC18HCG10UR1EDUNGO8778,COD,00110947,Project,PRODOC,ATLASPDC-4-94703,1/21/2019,1/21/2019,,0,16/03/21,ok,ok,7.0,16.0,True,True,True,True,True,True,True,True,False,False,ok,ok
document deleted,ProjectProposal PUAMI 8788.pdf,Document deleted,ProjectProposal PUAMI 8788,COD,00110948,Project,PRODOC,ATLASPDC-4-94694,1/18/2019,1/18/2019,,0,16/03/21,ok,ok,7.0,7.0,True,True,True,True,True,True,True,True,False,False,ok,ok
document deleted,ProjectProposal ADRA 8791.pdf,Document deleted,ProjectProposal ADRA 8791,COD,00110949,Project,PRODOC,ATLASPDC-4-95308,1/30/2019,1/30/2019,,0,16/03/21,ok,ok,7.0,9.0,True,True,True,True,True,True,True,True,True,False,ok,ok
document deleted,Pdodoc AJEDEC DRC-18-HCG10-UR1-FSEC-NGO-8792.pdf,Document deleted,Pdodoc AJEDEC DRC18HCG10UR1FSECNGO8792,COD,00110950,Project,PRODOC,ATLASPDC-4-94693,1/18/2019,1/18/2019,,0,16/03/21,ok,ok,7.0,12.0,True,True,True,True,True,True,True,True,False,False,ok,ok
document deleted,Prodoc AMUKA DRC-18-HCG10-UR1-WaSH-NGO-8790.pdf,Document deleted,Prodoc AMUKA DRC18HCG10UR1WaSHNGO8790,COD,00110951,Project,PRODOC,ATLASPDC-4-94669,1/18/2019,1/18/2019,,0,16/03/21,ok,ok,7.0,10.0,True,True,True,True,True,True,True,True,False,False,ok,ok
document deleted,ProjectProposal CARE 8799.pdf,Document deleted,ProjectProposal CARE 8799,COD,00110952,Project,PRODOC,ATLASPDC-4-94691,1/18/2019,1/18/2019,,0,16/03/21,ok,ok,7.0,12.0,True,True,True,True,True,True,True,True,False,True,ok,ok
document deleted,Prodoc APEDE DRC-18-HCG10-UR1-NUT-NGO-8784.pdf,Document deleted,Prodoc APEDE DRC18HCG10UR1NUTNGO8784,COD,00110953,Project,PRODOC,ATLASPDC-4-94690,1/18/2019,1/18/2019,,0,16/03/21,ok,ok,7.0,16.0,True,True,True,True,True,True,True,True,False,False,ok,ok
document deleted,ProjectProposal TROCAIRE 8777.pdf,Document deleted,ProjectProposal TROCAIRE 8777,COD,00110954,Project,PRODOC,ATLASPDC-4-94682,1/18/2019,1/18/2019,,0,16/03/21,ok,ok,7.0,6.0,True,True,True,True,True,True,True,True,False,False,ok,ok
document deleted,Prodoc CAAP-T DRC-18-HCG10-UR1-PROT-NGO-8772.pdf,Document deleted,Prodoc CAAPT DRC18HCG10UR1PROTNGO8772,COD,00110955,Project,PRODOC,ATLASPDC-4-94668,1/18/2019,1/18/2019,,0,16/03/21,ok,ok,7.0,17.0,True,True,True,True,True,True,True,True,False,False,ok,ok
document deleted,Prodoc Caritas Kasongo DRC-18-HCG10-UR1-PROT-NGO-8806.pdf,Document deleted,Prodoc Caritas Kasongo DRC18HCG10UR1PROTNGO8806,COD,00110956,Project,PRODOC,ATLASPDC-4-94665,1/18/2019,1/18/2019,,0,16/03/21,ok,ok,6.0,17.0,True,True,False,True,True,True,True,True,False,False,ok,ok
document deleted,ProjectProposal VIPATU 8780.pdf,Document deleted,ProjectProposal VIPATU 8780,COD,00110957,Project,PRODOC,ATLASPDC-4-94681,1/18/2019,1/18/2019,,0,16/03/21,ok,ok,7.0,9.0,True,True,True,True,True,True,True,True,False,False,ok,ok
document deleted,Prodoc Caritas Bukavu DRC-18-HCG10-UR1-NFI-NGO-8796.pdf,Document deleted,Prodoc Caritas Bukavu DRC18HCG10UR1NFINGO8796,COD,00110958,Project,PRODOC,ATLASPDC-4-94667,1/18/2019,1/18/2019,,0,16/03/21,ok,ok,7.0,17.0,True,True,True,True,True,True,True,True,False,False,ok,ok
document deleted,ProjectProposal CHRISTIAN AID 8786.pdf,Document deleted,ProjectProposal CHRISTIAN AID 8786,COD,00110959,Project,PRODOC,ATLASPDC-4-94680,1/18/2019,1/18/2019,,0,16/03/21,ok,ok,7.0,6.0,True,True,True,True,True,True,True,True,False,False,ok,ok
document deleted,Prodoc Caritas Congo DRC-18-HCG10-UR1-NUT-NGO-8783.pdf,Document deleted,Prodoc Caritas Congo DRC18HCG10UR1NUTNGO8783,COD,00110960,Project,PRODOC,ATLASPDC-4-94666,1/18/2019,1/18/2019,,0,16/03/21,ok,ok,7.0,19.0,True,True,True,True,True,True,True,True,False,False,ok,ok
document deleted,ProjectProposal APROBES 8793.pdf,Document deleted,ProjectProposal APROBES 8793,COD,00110961,Project,PRODOC,ATLASPDC-4-94679,1/18/2019,1/18/2019,,0,16/03/21,ok,ok,7.0,9.0,True,True,True,True,True,True,True,True,False,False,ok,ok
document deleted,Prodoc Caritas Kalemie DRC-18-HCG10-UR1-PROT-NGO-8801.pdf,Document deleted,Prodoc Caritas Kalemie DRC18HCG10UR1PROTNGO8801,COD,00110962,Project,PRODOC,ATLASPDC-4-94678,1/18/2019,1/18/2019,,0,16/03/21,ok,ok,6.0,12.0,True,True,False,True,True,True,True,True,False,False,ok,ok
document deleted,ProjectProposal WVI 8819.pdf,Document deleted,ProjectProposal WVI 8819,COD,00110963,Project,PRODOC,ATLASPDC-4-94677,1/18/2019,1/18/2019,,0,16/03/21,ok,ok,7.0,5.0,True,True,True,True,True,True,True,True,False,False,ok,ok
document deleted,Prodoc Caritas Uvira DRC-18-HCG10-UR1-FSEC-NGO-8779.pdf,Document deleted,Prodoc Caritas Uvira DRC18HCG10UR1FSECNGO8779,COD,00110964,Project,PRODOC,ATLASPDC-4-94676,1/18/2019,1/18/2019,,0,16/03/21,ok,ok,7.0,14.0,True,True,True,True,True,True,True,True,False,False,ok,ok
document deleted,Prodoc CEILU DRC-18-HCG10-UR1-WaSH-NGO-8800.pdf,Document deleted,Prodoc CEILU DRC18HCG10UR1WaSHNGO8800,COD,00110965,Project,PRODOC,ATLASPDC-4-94663,1/18/2019,1/18/2019,,0,16/03/21,ok,ok,7.0,13.0,True,True,True,True,True,True,True,True,False,False,ok,ok
document deleted,Prodoc COOPI DRC-18-HCG10-UR1-NUT-INGO-8797.pdf,Document deleted,Prodoc COOPI DRC18HCG10UR1NUTINGO8797,COD,00110966,Project,PRODOC,ATLASPDC-4-94675,1/18/2019,1/18/2019,,0,16/03/21,ok,ok,7.0,22.0,True,True,True,True,True,True,True,True,False,False,ok,ok
document deleted,Prodoc CRRDC-T DRC-18-HCG10-UR1-FSEC-NGO-8771.pdf,Document deleted,Prodoc CRRDCT DRC18HCG10UR1FSECNGO8771,COD,00110967,Project,PRODOC,ATLASPDC-4-94674,1/18/2019,1/18/2019,,0,16/03/21,ok,ok,7.0,16.0,True,True,True,True,True,True,True,True,False,False,ok,ok
document deleted,Prodoc MAGNA DRC-18-HCG10-UR1-HLT-INGO-8782.pdf,Document deleted,Prodoc MAGNA DRC18HCG10UR1HLTINGO8782,COD,00110968,Project,PRODOC,ATLASPDC-4-94673,1/18/2019,1/18/2019,,0,16/03/21,ok,ok,7.0,32.0,True,True,True,True,True,True,True,True,False,False,ok,ok
document deleted,Prodoc SOLIDARITES DRC-18-HCG10-UR1-FSEC-INGO-8770.pdf,Document deleted,Prodoc SOLIDARITES DRC18HCG10UR1FSECINGO8770,COD,00110969,Project,PRODOC,ATLASPDC-4-94672,1/18/2019,1/18/2019,,0,16/03/21,ok,ok,7.0,14.0,True,True,True,True,True,True,True,True,False,False,ok,ok
